all 0,0,18,18,18,18,3,3,3,3,5,5,5,6,6,6,6,7,7,7,7,9,9,9,9,10,10,10,11,11
how 7,7,9,9,10,10,8,10,14,14,8,8,8,20,20,20,24,24,24,19,19,19,17,17,17,4,4,4,22,22
out 14,14,14,14,14,8,8,8,8,8,8,8,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,19,19,19
when 22,4,4,4,5,5,6,6,6,7,7,7,6,6,6,5,17,17,4,4,17,5,5,6,6,6,1,1,1,13
her 7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,17,17,17,17,17,17,4,4,4,4,4,17,17,17,17
want 22,22,18,0,0,18,18,23,3,3,2,2,21,21,21,1,1,1,13,13,13,13,13,7,7,7,7,6,19,19
or 14,14,14,14,8,8,8,8,8,8,20,20,20,20,20,20,24,24,24,24,24,24,19,19,19,19,19,19,17,17
will 22,22,4,4,4,4,17,17,17,19,19,19,19,24,24,24,24,20,20,20,20,8,8,8,8,10,11,11,11,11
about 0,18,18,18,3,23,2,2,2,21,21,1,1,13,9,9,10,10,10,14,14,8,8,20,20,24,24,19,19,19
now 13,13,12,12,10,10,10,11,14,14,14,8,8,8,20,20,20,24,24,24,19,19,19,17,17,17,4,4,4,22
yes 24,24,24,24,19,19,19,19,19,19,19,17,17,17,17,17,17,17,4,4,4,4,4,3,3,3,18,18,18,18
got 6,6,7,7,7,7,9,9,9,10,8,8,8,14,14,14,14,8,8,8,8,20,20,20,24,24,24,24,19,19
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
going 6,6,7,7,7,9,9,8,8,8,14,14,14,8,8,10,9,9,9,12,12,13,13,13,13,1,7,6,6,6
too 19,19,19,19,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,8,8,8,8,8,8,8,14,14,14,14
okay 14,14,11,10,10,9,9,7,7,6,6,6,5,5,3,3,18,18,0,18,18,18,3,5,5,5,19,19,24,24
one 14,14,14,11,10,10,10,12,12,12,13,13,13,13,1,1,1,1,6,6,6,6,5,5,5,5,5,17,4,4
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
they 19,19,6,7,7,7,7,7,7,7,6,6,6,6,6,17,17,17,17,4,4,17,17,17,19,19,19,19,24,24
see 18,18,18,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
did 3,3,5,5,5,6,6,7,7,7,7,20,20,20,8,8,8,20,20,20,7,7,7,7,6,6,5,5,5,3
why 22,22,22,4,4,4,4,4,17,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,24,24,24
there 19,19,19,6,7,7,7,7,7,7,6,6,6,6,6,5,17,17,17,17,4,4,4,17,17,17,17,4,4,4
time 19,19,24,24,20,20,8,8,8,10,10,10,10,12,12,12,13,13,13,7,7,7,6,6,6,5,5,17,3,4
then 19,19,6,7,7,7,7,6,6,6,6,5,17,17,4,4,4,17,5,5,5,5,6,6,6,1,1,1,13,13
well 22,22,4,4,4,17,17,17,17,5,19,19,19,6,7,7,7,7,9,9,9,9,9,10,10,10,10,11,11,11
hey 7,7,7,6,6,6,6,6,6,6,5,17,17,17,17,4,4,4,17,17,17,17,17,19,19,19,19,24,24,24
him 7,7,7,7,9,9,9,9,9,9,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,12,12,12,12,12
baby 1,1,21,21,2,2,2,23,23,18,18,0,18,18,18,3,2,2,2,21,21,21,1,1,1,7,7,7,24,24
need 13,13,13,13,1,1,1,1,1,6,6,6,6,6,5,5,5,5,5,17,17,3,4,4,4,4,3,3,3,3
think 19,19,6,7,7,7,7,7,7,9,9,9,9,8,8,8,10,10,9,9,9,12,12,13,13,13,12,10,10,10
back 1,1,21,21,2,2,2,2,3,18,18,18,0,0,18,23,23,23,23,2,2,21,21,1,1,13,9,9,10,10
said 18,18,0,0,18,18,3,3,3,5,6,6,6,24,24,20,20,8,8,8,20,20,7,7,7,6,5,5,5,3
would 22,4,4,17,17,19,24,24,20,20,8,14,8,8,20,9,10,10,11,10,10,9,9,7,7,6,5,5,3,3
work 22,4,4,17,17,19,19,24,20,20,8,8,14,14,8,20,20,24,24,19,17,19,19,24,7,9,9,9,10,10
day 3,3,3,18,18,18,18,18,0,0,18,18,18,18,18,3,3,3,5,5,5,5,5,19,19,19,19,24,24,24
still 18,18,3,3,3,5,5,17,17,19,19,19,24,24,24,24,20,20,20,20,8,8,8,8,10,11,11,11,11,11
come 2,2,21,1,7,7,9,9,10,8,10,14,14,10,10,10,12,12,12,13,13,7,7,7,6,6,6,5,17,4
sorry 18,3,3,3,5,5,6,7,7,7,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,19,19,19,24,24
from 5,5,5,5,17,17,19,19,19,24,24,24,20,20,20,8,8,8,14,14,14,11,10,10,10,10,12,12,12,12
as 0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
am 0,0,18,18,18,18,18,3,3,3,3,2,2,2,21,21,21,21,1,1,1,1,1,1,13,13,13,13,12,12
home 7,7,9,9,10,8,14,14,14,11,10,10,10,12,12,12,13,13,13,7,7,7,6,6,6,6,5,17,3,4
right 17,17,19,19,19,24,24,24,20,20,20,8,8,8,9,20,9,7,7,7,6,6,7,7,7,7,7,6,19,19
here 7,7,7,7,6,6,6,6,6,6,6,5,5,17,17,17,17,17,4,4,4,4,17,17,17,17,17,17,4,4
some 18,3,3,5,5,6,6,7,20,20,8,8,14,14,10,10,12,12,12,13,13,7,7,6,6,5,5,17,4,4
had 7,7,7,6,6,6,6,5,5,5,5,5,3,3,3,3,18,18,18,18,0,0,0,18,18,18,18,18,3,3
them 19,19,6,7,7,7,7,6,6,6,6,17,17,17,4,4,17,5,5,5,6,6,6,7,7,13,13,13,12,12
much 12,12,12,12,12,9,9,9,9,20,20,20,7,7,7,7,6,6,6,21,21,2,2,2,21,21,21,6,1,7
say 18,18,18,18,0,0,0,0,18,18,18,18,18,3,3,3,3,5,5,5,5,17,5,19,19,19,19,24,24,24
tell 19,19,19,17,17,17,4,4,17,17,17,17,19,19,19,6,7,7,7,9,9,9,9,9,10,10,10,11,11,11
been 1,1,1,1,21,6,21,5,5,5,5,5,3,4,4,3,17,5,5,5,6,6,6,6,1,1,13,1,13,13
make 12,13,13,1,21,21,21,2,3,18,0,18,18,3,5,5,6,7,7,9,10,9,9,7,7,6,19,17,4,4
off 14,14,14,14,8,8,8,8,8,8,9,20,9,9,9,9,9,7,7,7,7,6,6,6,6,6,6,6,5,5
an 0,0,0,18,18,18,18,18,3,3,3,3,2,2,2,2,21,21,21,21,21,21,21,1,1,1,1,1,13,13
more 12,12,12,12,10,10,10,11,11,14,14,8,8,8,8,20,20,20,24,24,24,24,19,19,19,17,17,4,4,4
were 22,22,22,22,22,4,4,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,17,4,4,4,4
who 22,22,4,4,4,4,3,17,5,5,5,6,5,6,6,6,6,7,7,7,9,9,9,10,10,10,8,10,14,14
today 19,24,24,20,20,8,8,14,14,8,20,9,7,7,6,5,5,3,3,18,0,18,18,3,3,5,19,19,24,24
where 22,22,4,4,4,17,5,5,6,6,6,6,7,7,7,6,6,6,6,5,17,17,17,4,4,17,17,4,4,4
babe 1,1,21,21,2,2,2,3,18,18,0,18,18,23,23,2,2,2,21,21,1,1,1,6,6,5,5,5,3,4
his 7,7,7,9,9,9,8,8,8,8,8,20,20,20,7,24,24,7,6,6,6,6,5,5,5,3,3,3,3,18
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
call 2,2,23,23,23,23,18,18,0,0,18,18,3,3,3,5,5,5,6,6,7,7,7,9,9,10,10,10,11,11
take 19,19,17,3,3,18,0,18,18,3,3,5,5,6,6,7,9,9,10,10,9,7,7,7,6,19,17,17,4,4
way 22,22,22,18,18,0,0,0,0,0,18,18,18,18,18,3,3,3,5,5,5,5,5,19,19,19,19,24,24,24
feel 5,5,5,5,5,3,4,4,4,17,17,17,5,19,19,19,6,7,7,7,9,9,9,9,9,10,10,10,11,11
sure 18,18,3,3,3,3,5,5,6,6,6,6,24,24,24,20,20,20,20,24,24,24,19,19,19,17,17,17,17,4
let 11,11,11,10,10,10,9,9,9,9,9,7,7,7,6,19,19,19,5,17,17,17,4,4,4,17,17,17,19,19
by 1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,24,24,24,24
thank 19,19,7,7,7,7,6,6,5,5,3,3,18,0,18,18,23,3,2,2,21,21,21,1,1,13,13,12,10,10
over 14,14,10,10,10,9,9,9,9,7,7,1,1,21,21,21,21,21,5,5,5,5,3,5,3,4,4,4,17,17
night 13,13,12,12,9,9,9,10,10,8,8,9,20,9,9,7,7,7,6,6,7,7,7,7,7,7,6,19,19,19
doing 3,3,5,5,6,6,7,7,9,20,20,8,8,14,14,14,8,8,10,9,9,9,13,13,13,1,1,7,6,6
talk 19,19,17,17,3,3,18,18,0,18,18,18,3,3,5,5,5,6,6,7,7,9,9,9,10,10,11,11,10,10
even 4,4,3,3,5,5,5,21,21,21,21,5,5,5,3,3,4,4,17,5,5,5,6,6,1,1,13,13,13,13
only 14,14,11,10,10,10,10,12,12,13,13,13,12,12,12,10,11,11,11,11,10,10,10,10,9,20,20,20,24,24
look 11,11,11,11,11,11,11,11,11,11,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,10,10,10,10,10
never 13,13,1,1,1,6,6,5,5,5,3,4,4,5,5,5,5,21,21,21,21,21,5,5,5,5,4,4,17,17
happy 7,6,6,5,5,3,3,18,0,18,18,3,3,5,6,6,7,9,20,8,10,14,15,14,14,8,8,20,24,24
hi 7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
girl 6,6,7,9,9,20,8,8,20,20,24,24,24,19,19,17,17,19,19,24,24,7,9,9,9,10,10,10,11,11
cause 2,2,23,23,23,18,0,18,18,3,3,5,5,19,6,24,20,20,20,24,6,6,5,5,3,3,18,18,4,4
could 2,21,21,1,7,7,9,10,10,14,14,8,20,9,8,10,10,11,11,10,9,9,7,7,6,6,5,5,3,3
down 3,5,5,6,7,7,20,8,8,14,8,8,20,20,24,19,19,17,4,4,22,18,3,5,5,5,6,1,1,13
mom 12,12,12,12,12,10,10,10,10,10,10,11,11,14,14,14,14,14,11,11,10,10,10,10,10,10,12,12,12,12
bad 1,1,1,21,21,21,21,2,2,2,2,2,2,23,3,23,18,18,18,18,0,0,0,18,18,18,18,3,3,3
man 12,12,13,13,1,1,21,21,21,2,2,3,3,18,18,18,0,18,18,18,3,3,2,2,21,21,21,1,1,13
com 2,2,21,21,21,1,1,7,7,7,7,9,9,9,10,10,8,10,14,14,14,14,11,10,10,10,10,12,12,12
yo 24,24,24,24,24,20,20,20,20,20,20,20,20,20,20,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14
has 7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,18,18,18,18,18,0,0,0,0,0,18,18
last 11,11,10,10,9,9,9,7,7,7,6,6,5,5,5,3,3,18,18,18,0,0,18,18,3,3,5,17,5,19
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
same 18,18,0,18,18,18,3,3,2,21,21,1,1,1,13,13,12,12,13,13,13,7,7,6,6,6,5,17,4,4
nice 13,13,12,9,9,9,10,8,8,8,9,9,7,7,7,7,6,21,21,21,2,2,2,2,3,3,3,3,4,4
cool 2,2,2,21,21,21,1,1,1,7,7,7,7,9,9,9,9,10,10,8,8,10,14,14,14,14,11,11,11,11
told 19,19,24,24,20,20,20,8,8,14,14,14,11,11,11,10,10,10,9,9,7,7,7,6,6,5,5,5,3,3
mean 12,12,13,13,13,7,7,6,6,6,5,17,4,4,18,18,0,18,18,18,3,2,2,21,21,21,1,1,13,13
after 0,0,18,18,18,18,3,3,3,3,5,5,5,5,6,19,19,19,19,19,17,17,17,17,4,4,17,17,17,17
done 3,5,5,5,6,7,7,9,20,8,8,14,14,10,10,10,12,13,13,1,1,6,6,6,5,5,5,3,4,4
us 20,20,20,20,24,24,24,24,24,24,6,19,6,6,6,6,6,5,5,5,5,3,3,3,3,3,3,3,18,18
miss 12,12,12,12,10,10,10,10,10,8,8,8,8,20,20,20,24,24,7,6,6,6,6,5,5,3,3,3,3,18
sleep 18,3,3,5,6,7,7,9,10,10,11,10,10,9,9,7,6,19,17,4,17,17,19,24,20,20,8,14,14,15
other 14,14,8,8,8,20,20,20,24,24,19,19,19,6,7,7,7,7,6,6,6,6,5,17,17,17,4,4,17,17
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
again 0,18,18,3,3,5,6,5,5,3,3,18,0,18,18,3,3,5,6,6,24,20,20,8,10,9,9,12,13,13
first 5,5,6,6,7,7,20,20,8,8,20,20,24,24,24,19,19,17,17,3,3,18,18,3,5,5,17,19,19,19
give 6,6,7,7,9,9,20,8,8,8,9,9,9,7,7,7,1,1,21,21,21,21,5,5,5,3,5,3,4,4
phone 15,15,14,10,10,9,9,7,9,9,10,8,14,14,10,10,12,12,13,13,13,1,6,6,6,5,5,17,4,4
house 7,7,9,9,10,8,10,14,14,8,8,8,20,20,24,24,6,6,6,5,5,3,3,3,18,18,3,4,4,4
ask 0,0,18,18,18,18,3,3,3,3,3,5,5,5,5,6,6,6,6,7,7,7,7,9,9,9,9,9,10,10
wait 22,22,18,0,0,0,18,18,3,3,3,5,5,6,6,6,24,24,20,20,20,8,8,20,20,20,24,24,19,19
text 19,19,19,17,17,17,4,4,4,4,3,3,3,3,3,23,23,23,23,23,2,2,5,5,5,5,6,19,19,19
hope 7,7,9,9,10,8,8,14,14,15,15,14,14,14,8,8,8,20,20,24,24,24,19,19,19,17,17,17,4,4
tho 19,19,19,19,6,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,10,10,10,8,8,8,10,14,14,14
our 14,14,14,14,8,8,8,8,8,8,20,20,20,20,20,20,24,24,24,24,24,24,19,19,19,19,19,19,17,17
new 13,13,13,13,1,13,1,1,1,6,6,6,6,6,6,5,5,5,5,5,5,17,3,4,4,4,4,4,22,22
being 1,1,1,6,21,5,5,5,3,4,17,17,19,19,24,24,20,20,8,8,8,9,9,9,13,13,13,1,6,6
try 19,19,19,19,19,19,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,24,24,24,24,24
life 11,11,11,11,11,10,8,8,8,8,20,20,20,7,7,7,6,6,6,6,5,5,5,5,5,5,3,4,4,4
long 11,11,11,11,14,14,14,14,14,11,10,10,10,10,10,12,12,13,13,13,13,13,1,13,1,1,7,1,6,6
maybe 12,13,13,1,1,21,21,2,3,18,18,0,18,18,3,5,5,19,24,7,7,7,1,1,21,21,5,5,3,4
stop 18,18,3,3,3,5,5,17,17,5,19,19,19,24,24,24,24,20,20,20,20,8,8,8,14,14,14,14,15,15
any 0,0,18,18,18,23,3,3,2,2,2,21,21,21,21,1,1,1,13,13,13,13,13,13,7,7,7,7,24,24
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
next 13,13,1,1,1,6,6,6,5,5,5,5,17,4,4,3,3,3,3,23,23,23,2,2,5,5,5,19,19,19
best 1,1,1,1,21,6,6,5,5,5,5,5,5,3,4,4,4,3,3,18,18,18,3,3,3,5,5,17,19,19
does 3,5,5,5,6,7,7,7,9,20,8,8,14,14,8,8,20,20,24,24,24,19,19,17,17,4,4,3,18,18
guys 6,6,6,7,7,7,7,20,20,20,20,20,24,24,24,24,19,19,19,19,5,5,5,5,3,3,3,3,18,18
thing 19,19,6,7,7,7,7,7,9,9,9,8,8,8,10,9,9,9,9,12,13,13,13,13,13,1,7,1,6,6
fun 5,5,5,6,6,6,6,7,7,7,24,24,7,20,20,20,20,9,9,9,9,9,9,9,9,13,13,13,13,13
leave 11,11,10,9,9,9,7,7,19,5,17,4,4,18,0,25,18,23,2,2,2,21,21,21,5,5,5,4,4,4
guess 6,6,6,7,7,7,20,20,20,20,20,24,24,24,24,19,19,19,19,17,17,17,17,4,4,4,3,18,18,18
put 15,15,15,15,14,14,14,14,14,14,8,8,8,8,8,8,20,20,20,20,20,20,24,24,24,24,24,24,19,19
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
pa 15,15,15,14,14,14,8,8,8,9,20,20,9,7,7,7,6,6,6,5,5,5,3,3,3,3,18,18,18,0
great 6,6,6,6,6,5,17,17,4,4,4,18,18,18,18,0,0,18,18,18,3,3,3,17,17,17,19,19,19,19
fine 5,5,6,6,7,7,20,20,8,8,8,10,9,9,9,13,13,13,1,1,1,6,6,6,5,5,5,17,3,4
keep 10,10,9,9,7,7,7,7,6,19,17,17,17,4,17,17,17,19,19,24,24,24,20,20,8,8,14,14,14,15
lot 11,11,11,11,11,11,14,14,14,14,14,14,8,8,8,8,8,20,20,20,20,20,20,24,24,24,24,24,19,19
yet 24,24,24,24,19,19,19,19,19,19,17,17,17,17,17,17,4,4,4,4,4,17,17,17,17,17,17,19,19,19
went 22,22,4,4,3,5,5,5,5,6,6,6,6,1,1,1,13,13,13,13,13,7,7,7,7,7,6,19,19,19
cute 2,2,2,21,21,6,6,6,6,7,7,7,7,20,20,20,20,24,24,24,24,19,19,19,17,17,17,17,4,4
send 18,18,3,4,4,4,17,5,5,5,5,6,6,6,1,1,1,13,13,13,1,1,1,1,21,21,5,5,2,3
help 7,7,6,6,6,6,17,17,17,4,4,17,17,5,19,19,7,7,7,9,9,9,10,10,10,11,11,11,15,15
than 19,19,7,7,7,7,6,6,5,5,3,3,3,18,18,0,18,18,18,3,3,2,2,21,21,21,1,1,13,13
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
stuff 18,18,3,3,3,5,5,17,17,5,19,19,19,24,24,24,24,20,20,20,7,24,24,7,7,6,6,6,5,5
ever 4,4,4,3,5,5,5,5,5,5,21,21,21,21,21,21,21,21,5,5,5,5,3,5,3,4,4,4,17,17
very 21,21,21,21,21,21,5,5,5,5,5,3,5,3,3,4,4,4,17,17,17,17,19,19,19,19,19,24,24,24
week 22,22,4,4,4,4,17,17,17,17,17,5,19,19,6,6,6,7,7,7,7,7,7,9,9,9,9,10,10,10
find 5,5,6,6,7,7,7,20,20,8,8,8,10,9,9,9,12,13,13,13,1,1,1,1,21,21,5,5,2,3
made 12,12,13,13,13,1,1,1,1,21,21,21,2,2,3,3,23,18,18,0,0,0,18,18,3,3,3,3,4,4
money 12,12,10,10,10,14,14,14,10,10,10,12,13,13,1,1,6,6,6,5,5,17,3,4,17,17,19,19,24,24
big 1,1,1,1,13,13,13,9,9,9,9,9,10,8,8,8,8,8,9,20,20,9,9,7,7,7,7,6,6,6
ready 17,17,17,4,4,4,18,18,18,0,0,0,18,18,18,18,3,3,3,5,5,5,6,6,19,19,24,24,24,24
car 2,2,2,2,23,23,23,23,23,23,18,18,18,25,0,0,0,0,0,18,18,18,18,3,3,4,4,3,17,17
bed 1,1,1,1,21,1,21,6,6,6,6,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,3,3,3,3
mad 12,12,13,13,13,13,1,1,1,1,21,21,21,21,2,2,3,3,3,18,18,18,18,0,0,18,18,18,3,3
ma 12,12,12,13,13,13,13,1,1,1,1,1,1,21,21,21,21,2,2,2,3,3,3,3,18,18,18,18,18,0
may 12,12,13,13,13,1,1,1,21,21,21,2,3,3,23,18,18,0,0,0,18,18,3,3,5,5,5,19,19,24
soon 18,18,3,3,3,5,5,5,6,6,7,7,7,20,20,20,8,8,8,14,14,14,11,10,10,10,10,12,12,13
might 12,12,12,12,10,10,10,10,10,8,8,9,20,9,9,7,7,7,6,6,7,7,7,7,7,7,6,19,19,19
name 13,1,1,21,21,2,3,23,18,0,18,18,3,2,21,21,1,1,13,12,12,13,7,7,6,6,5,17,4,4
start 18,18,3,3,5,5,17,19,19,19,17,17,17,3,3,18,18,18,0,0,18,18,3,3,4,17,17,17,19,19
left 11,11,10,10,10,9,9,9,9,7,7,7,6,19,19,5,17,17,17,4,4,3,5,5,5,5,5,6,19,19
hard 7,7,6,6,6,6,5,5,5,3,3,3,18,18,18,0,0,18,18,18,3,4,4,17,17,17,5,5,3,3
stay 18,18,3,3,5,17,5,19,19,17,17,5,3,3,18,18,0,0,18,18,3,3,5,5,17,19,19,24,24,24
dad 3,3,3,3,3,18,18,18,18,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,18,18,3,3,3,3
care 2,2,2,23,23,23,23,23,23,18,18,18,0,0,0,18,18,18,18,3,3,4,4,17,17,17,17,17,4,4
face 5,5,3,3,3,18,18,18,18,0,0,25,18,23,23,23,23,23,2,2,2,2,2,3,3,3,3,3,4,4
true 19,19,19,17,17,19,19,19,19,24,24,24,24,20,20,20,20,24,24,24,19,19,19,19,17,17,17,17,4,4
into 8,8,10,9,9,9,12,13,13,13,13,13,7,7,7,6,7,19,19,19,24,24,20,20,20,8,8,8,14,14
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
two 19,19,17,17,17,4,4,4,22,22,22,4,4,4,17,17,17,19,19,19,24,24,24,20,20,20,8,8,8,14
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
since 18,3,3,5,5,6,6,7,24,20,20,8,8,9,9,9,13,13,1,1,21,21,2,2,2,3,3,3,4,4
later 11,11,10,10,9,9,7,7,6,6,5,5,3,3,18,18,0,18,18,3,3,17,17,19,19,17,17,4,17,17
